Title,Auction Name,Sheet id,Auction House,Make,Model,Variant,Lot,Reg,Start Time,Start Date,D.O.R,Fuel Type,Former Keepers,Transmission,Colour,MOT Expiry Date,Keys,VAT Status,V5,CAP Clean,CAP Average,CAP Below,CC,Mileage,Mileage Warranted,MOT Due,Body Type,Additional information,General Condition,Tyres Condition,Inspection Report,Images,Damaged_images,Damage_details
Ford,ebca,24,ProTruck,Ford,Mondeo,2.0 TDCi 140 Zetec Business Edition 5dr,286,PK12HWE,15:00,-,29/06/2012,Diesel,1,MANUAL,BROWN,19/07/2026,,Margin,Here,"£2,000.00","£1,600.00","£1,175.00",0.2,,Warranted,19/07/2026,Hatchback,"{'information': {'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '14', 'Last service date': '07/07/2025', 'Last service miles': '63,889', 'MOT Due': '19/07/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '138', 'Gross Weight': '2180', 'Euro Status': '5', 'Euro': '5', 'CO2': '139', 'MPG Combined': '53.3', 'MPG Urban': '44.1', 'MPG Extra Urban': '61.4'}}","{
    ""Interior"": {
        ""Registration"": ""PK12HWE"",
        ""Registered"": ""29/06/2012"",
        ""Miles"": ""64,860 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BROWN"",
        ""VAT"": ""Margin"",
        ""MOT"": ""19/07/2026"",
        ""V5"": ""Here"",
        ""Keys"": """",
        ""CC"": ""1997"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""14"",
        ""Last service date"": ""07/07/2025"",
        ""Last service miles"": ""63,889"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,000.00"",
        ""CAP Average"": ""\u00a31,600.00"",
        ""CAP Below"": ""\u00a31,175.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6398.pdf,,,
Ford,ebca,24,ProTruck,Ford,C-Max,1.6 Zetec 5dr,375,PX63FHB,15:00,-,30/09/2013,Petrol,1,MANUAL,BROWN, ,2,Margin,Here,"£1,150.00",£750.00,£350.00,0.2,,Warranted, ,MPV,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '11', 'Last service date': '13/07/2023', 'Last service miles': '99,207', 'MOT Due': 'Expired', 'Former Keepers': '1', 'Body Style': 'MPV', 'Hubs': 'Alloy', 'BHP': '103', 'Gross Weight': '1860', 'Euro Status': '5', 'Euro': '5', 'CO2': '149', 'MPG Combined': '42.8', 'MPG Urban': '32.5', 'MPG Extra Urban': '53.3'}}","{
    ""Interior"": {
        ""Registration"": ""PX63FHB"",
        ""Registered"": ""30/09/2013"",
        ""Miles"": ""119,139 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BROWN"",
        ""VAT"": ""Margin"",
        ""MOT"": ""Expired"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1596"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""11"",
        ""Last service date"": ""13/07/2023"",
        ""Last service miles"": ""99,207"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a31,150.00"",
        ""CAP Average"": ""\u00a3750.00"",
        ""CAP Below"": ""\u00a3350.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/5882.pdf,,,
Hyundai,ebca,24,ProTruck,Hyundai,Coupe,2.0 SIII 3dr,299,RA56FWC,15:00,-,02/02/2007,Petrol,2,MANUAL,SILVER,09/02/2026,2,Margin,Here,£710.00,£310.00,£150.00,0.2,,Warranted,09/02/2026,Coupe,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '9', 'Last service date': '07/09/2022', 'Last service miles': '81,993', 'MOT Due': '09/02/2026', 'Former Keepers': '2', 'Body Style': 'Coupe', 'Hubs': 'Alloy', 'BHP': '141', 'Gross Weight': '1740', 'Euro Status': '4', 'Euro': '4', 'CO2': '193', 'MPG Combined': '35.3', 'MPG Urban': '25.9', 'MPG Extra Urban': '44.1'}}","{
    ""Interior"": {
        ""Registration"": ""RA56FWC"",
        ""Registered"": ""02/02/2007"",
        ""Miles"": ""101,284 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""09/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1975"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""9"",
        ""Last service date"": ""07/09/2022"",
        ""Last service miles"": ""81,993"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a3710.00"",
        ""CAP Average"": ""\u00a3310.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/3908.pdf,,,
Volvo,ebca,24,ProTruck,Volvo,C30,1.6D DRIVe S 3dr,327,RE59XHJ,15:00,-,04/12/2009,Diesel,3,MANUAL,BLUE,15/02/2026,1,Margin,Here,£680.00,£280.00,£150.00,0.2,,Warranted,15/02/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '11', 'Last service date': '29/04/2025', 'Last service miles': '127,293', 'MOT Due': '15/02/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '109', 'Gross Weight': '1780', 'Euro Status': '4', 'Euro': '4', 'CO2': '119', 'MPG Combined': '64.2', 'MPG Urban': '50.4', 'MPG Extra Urban': '78.5'}}","{
    ""Interior"": {
        ""Registration"": ""RE59XHJ"",
        ""Registered"": ""04/12/2009"",
        ""Miles"": ""134,013 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""15/02/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1560"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""11"",
        ""Last service date"": ""29/04/2025"",
        ""Last service miles"": ""127,293"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a3680.00"",
        ""CAP Average"": ""\u00a3280.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6863.pdf,,,
Fiat,ebca,24,ProTruck,Fiat,Punto,1.2 Pop 3dr [Start Stop],365,RE63VUM,15:00,-,02/01/2014,Petrol,1,MANUAL,BLACK,09/01/2027,1,Margin,Here,£730.00,£330.00,£150.00,0.1,,Warranted,09/01/2027,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Number of stamps': '2', 'Last service date': '03/01/2023', 'Last service miles': '86,035', 'MOT Due': '09/01/2027', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '69', 'Gross Weight': '1575', 'Euro Status': '5', 'Euro': '5', 'CO2': '126', 'MPG Combined': '52.3', 'MPG Urban': '39.2', 'MPG Extra Urban': '64.2'}}","{
    ""Interior"": {
        ""Registration"": ""RE63VUM"",
        ""Registered"": ""02/01/2014"",
        ""Miles"": ""98,807 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""09/01/2027"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1242"",
        ""Service history"": ""Yes"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""03/01/2023"",
        ""Last service miles"": ""86,035"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a3730.00"",
        ""CAP Average"": ""\u00a3330.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6791.pdf,,,
Volvo,ebca,24,ProTruck,Volvo,V70,D5 SE Lux 5dr Geartronic,387,RF08LFU,15:00,-,03/06/2008,Diesel,1,AUTOMATIC,RED,04/12/2026,2,Margin,Here,"£2,225.00","£1,775.00","£1,350.00",0.2,,Warranted,04/12/2026,Estate,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '17', 'Last service date': '28/11/2025', 'Last service miles': '103,640', 'MOT Due': '04/12/2026', 'Former Keepers': '1', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '182', 'Gross Weight': '2310', 'Euro Status': '4', 'Euro': '4', 'CO2': '195', 'MPG Combined': '38.2', 'MPG Urban': '28.8', 'MPG Extra Urban': '47.1'}}","{
    ""Interior"": {
        ""Registration"": ""RF08LFU"",
        ""Registered"": ""03/06/2008"",
        ""Miles"": ""105,414 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""04/12/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""2400"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""17"",
        ""Last service date"": ""28/11/2025"",
        ""Last service miles"": ""103,640"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,225.00"",
        ""CAP Average"": ""\u00a31,775.00"",
        ""CAP Below"": ""\u00a31,350.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6757.pdf,,,
Audi,ebca,24,ProTruck,Audi,A3,1.6 5dr,396,RF58EPA,15:00,-,06/01/2009,Petrol,3,MANUAL,BLACK,27/11/2026,2,Margin,Here,£770.00,£370.00,£150.00,0.2,,Warranted,27/11/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '18', 'Last service date': '09/12/2025', 'Last service miles': '150,156', 'MOT Due': '27/11/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '101', 'Gross Weight': '1785', 'Euro Status': '4', 'Euro': '4', 'CO2': '164', 'MPG Combined': '40.9', 'MPG Urban': '29.7', 'MPG Extra Urban': '52.3'}}","{
    ""Interior"": {
        ""Registration"": ""RF58EPA"",
        ""Registered"": ""06/01/2009"",
        ""Miles"": ""151,469 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""27/11/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1595"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""18"",
        ""Last service date"": ""09/12/2025"",
        ""Last service miles"": ""150,156"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a3770.00"",
        ""CAP Average"": ""\u00a3370.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6835.pdf,,,
Audi,ebca,24,ProTruck,Audi,A3,2.0 TFSI SE 5dr,414,RV09AAJ,15:00,-,20/03/2009,Petrol,4,MANUAL,BLACK,22/10/2026,2,Margin,Here,"£1,400.00",£990.00,£600.00,0.2,,Warranted,22/10/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Number of stamps': '3', 'Last service date': '25/09/2025', 'Last service miles': '118,648', 'MOT Due': '22/10/2026', 'Former Keepers': '4', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '197', 'Gross Weight': '1895', 'Euro Status': '4', 'Euro': '4', 'CO2': '167', 'MPG Combined': '39.2', 'MPG Urban': '28.5', 'MPG Extra Urban': '50.4'}}","{
    ""Interior"": {
        ""Registration"": ""RV09AAJ"",
        ""Registered"": ""20/03/2009"",
        ""Miles"": ""119,542 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""4"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLACK"",
        ""VAT"": ""Margin"",
        ""MOT"": ""22/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1984"",
        ""Service history"": ""Yes"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""25/09/2025"",
        ""Last service miles"": ""118,648"",
        ""Vendor"": ""Birchwood Group"",
        ""CAP Clean"": ""\u00a31,400.00"",
        ""CAP Average"": ""\u00a3990.00"",
        ""CAP Below"": ""\u00a3600.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6743.pdf,,,
Nissan,ebca,24,ProTruck,Nissan,Qashqai,1.5 dCi Acenta 5dr,383,SA60XPY,15:00,-,27/09/2010,Diesel,2,MANUAL,SILVER,22/10/2026,2,Margin,Here,£400.00,£150.00,£150.00,0.1,,Warranted,22/10/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '10', 'Last service date': '06/11/2020', 'Last service miles': '156,232', 'MOT Due': '22/10/2026', 'Former Keepers': '2', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '106', 'Gross Weight': '1930', 'Euro Status': '4', 'Euro': '4', 'CO2': '135', 'MPG Combined': '55.4', 'MPG Urban': '47.9', 'MPG Extra Urban': '60.1'}}","{
    ""Interior"": {
        ""Registration"": ""SA60XPY"",
        ""Registered"": ""27/09/2010"",
        ""Miles"": ""172,607 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""22/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1461"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""10"",
        ""Last service date"": ""06/11/2020"",
        ""Last service miles"": ""156,232"",
        ""Vendor"": ""Bartletts Seat"",
        ""CAP Clean"": ""\u00a3400.00"",
        ""CAP Average"": ""\u00a3150.00"",
        ""CAP Below"": ""\u00a3150.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6562.pdf,,,
Nissan,ebca,24,ProTruck,Nissan,Qashqai,1.2 DiG-T N-Tec+ 5dr,399,SE64LXJ,15:00,-,27/01/2015,Petrol,4,MANUAL,RED,28/05/2026,1,Margin,Here,"£3,050.00","£2,575.00","£2,100.00",0.1,,Warranted,28/05/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '2', 'Last service date': '27/02/2025', 'Last service miles': '88,071', 'MOT Due': '28/05/2026', 'Former Keepers': '4', 'Body Style': 'Hatchback', 'Hubs': 'Alloy', 'BHP': '113', 'Gross Weight': '1860', 'Euro Status': '5', 'Euro': '5', 'CO2': '129', 'MPG Combined': '50.4', 'MPG Urban': '40.9', 'MPG Extra Urban': '57.7'}}","{
    ""Interior"": {
        ""Registration"": ""SE64LXJ"",
        ""Registered"": ""27/01/2015"",
        ""Miles"": ""94,513 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""4"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""28/05/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1198"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""2"",
        ""Last service date"": ""27/02/2025"",
        ""Last service miles"": ""88,071"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a33,050.00"",
        ""CAP Average"": ""\u00a32,575.00"",
        ""CAP Below"": ""\u00a32,100.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6617.pdf,,,
Toyota,ebca,24,ProTruck,Toyota,Auris,1.4 VVTi T2 5dr,328,SJ07OYS,15:00,-,23/03/2007,Petrol,4,MANUAL,SILVER,19/10/2026,1,Margin,Here,£740.00,£330.00,£175.00,0.1,,Warranted,19/10/2026,Hatchback,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '18', 'Last service date': '11/10/2025', 'Last service miles': '110,679', 'MOT Due': '19/10/2026', 'Former Keepers': '4', 'Body Style': 'Hatchback', 'Hubs': 'Steel', 'BHP': '95', 'Gross Weight': '1720', 'Euro Status': '4', 'Euro': '4', 'CO2': '163', 'MPG Combined': '40.9', 'MPG Urban': '32.5', 'MPG Extra Urban': '47.9'}}","{
    ""Interior"": {
        ""Registration"": ""SJ07OYS"",
        ""Registered"": ""23/03/2007"",
        ""Miles"": ""111,799 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""4"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""19/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1398"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""18"",
        ""Last service date"": ""11/10/2025"",
        ""Last service miles"": ""110,679"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a3740.00"",
        ""CAP Average"": ""\u00a3330.00"",
        ""CAP Below"": ""\u00a3175.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6736.pdf,,,
Volkswagen,ebca,24,ProTruck,Volkswagen,Golf,1.4 TSI SE 2dr DSG Convertible,376,VE62KHO,15:00,-,06/12/2012,Petrol,1,SEMI AUTO,RED,07/05/2026,1,Margin,Here,"£2,875.00","£2,425.00","£1,975.00",0.1,,Warranted,07/05/2026,Convertible,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '7', 'Last service date': '07/08/2020', 'Last service miles': '45,812', 'MOT Due': '07/05/2026', 'Former Keepers': '1', 'Body Style': 'Convertible', 'Hubs': 'Alloy', 'BHP': '121', 'Gross Weight': '1920', 'Euro Status': '5', 'Euro': '5', 'CO2': '147', 'MPG Combined': '44.8', 'MPG Urban': '35.3', 'MPG Extra Urban': '52.3'}}","{
    ""Interior"": {
        ""Registration"": ""VE62KHO"",
        ""Registered"": ""06/12/2012"",
        ""Miles"": ""111,195 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""SEMI AUTO"",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""07/05/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""1390"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""7"",
        ""Last service date"": ""07/08/2020"",
        ""Last service miles"": ""45,812"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a32,875.00"",
        ""CAP Average"": ""\u00a32,425.00"",
        ""CAP Below"": ""\u00a31,975.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6455.pdf,,,
Volvo,ebca,24,ProTruck,Volvo,V70,D5 [215] SE 5dr Geartronic [Lthr],377,VF61BBE,15:00,-,14/11/2011,Diesel,2,AUTOMATIC,GREY,24/01/2026,1,Margin,Here,"£1,225.00",£830.00,£425.00,0.2,,Warranted,24/01/2026,Estate,"{'information': {'Keys': '1', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '12', 'Last service date': '09/06/2022', 'Last service miles': '129,421', 'MOT Due': '24/01/2026', 'Former Keepers': '2', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '212', 'Gross Weight': '2310', 'Euro Status': '5', 'Euro': '5', 'CO2': '164', 'MPG Combined': '45.6', 'MPG Urban': '33.2', 'MPG Extra Urban': '57.7'}}","{
    ""Interior"": {
        ""Registration"": ""VF61BBE"",
        ""Registered"": ""14/11/2011"",
        ""Miles"": ""216,774 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""2"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""GREY"",
        ""VAT"": ""Margin"",
        ""MOT"": ""24/01/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""1"",
        ""CC"": ""2400"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""12"",
        ""Last service date"": ""09/06/2022"",
        ""Last service miles"": ""129,421"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a31,225.00"",
        ""CAP Average"": ""\u00a3830.00"",
        ""CAP Below"": ""\u00a3425.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6756.pdf,,,
NISSAN,ebca,24,ProTruck,NISSAN,MICRA,1.2 DiG-S Tekna 5dr,329,VN64XJF,15:00,-,16/01/2015,Petrol,3,MANUAL,BLUE,15/12/2026,,Margin,Here,"£2,200.00","£1,750.00","£1,300.00",0.1,,Warranted,15/12/2026,Hatchback,"{'information': {'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '3', 'Last service date': '27/11/2024', 'Last service miles': '89,845', 'MOT Due': '15/12/2026', 'Former Keepers': '3', 'Body Style': 'Hatchback', 'BHP': '97', 'Gross Weight': '1505', 'Euro Status': '5', 'Euro': '5', 'CO2': '99', 'MPG Combined': '65.7', 'MPG Urban': '54.3', 'MPG Extra Urban': '76.4'}}","{
    ""Interior"": {
        ""Registration"": ""VN64XJF"",
        ""Registered"": ""16/01/2015"",
        ""Miles"": ""102,508 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""3"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": ""MANUAL"",
        ""Colour"": ""BLUE"",
        ""VAT"": ""Margin"",
        ""MOT"": ""15/12/2026"",
        ""V5"": ""Here"",
        ""Keys"": """",
        ""CC"": ""1198"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""27/11/2024"",
        ""Last service miles"": ""89,845"",
        ""Vendor"": ""St Leonards Motor Group"",
        ""CAP Clean"": ""\u00a32,200.00"",
        ""CAP Average"": ""\u00a31,750.00"",
        ""CAP Below"": ""\u00a31,300.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6865.pdf,,,
BMW,ebca,24,ProTruck,BMW,X5,3.0d Sport 5dr Auto,401,VO06XMF,15:00,-,17/03/2006,Diesel,6,AUTOMATIC,SILVER,02/10/2026,2,Margin,Here,"£1,575.00","£1,175.00",£800.00,0.3,,Warranted,02/10/2026,Estate,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Printout', 'Number of stamps': '3', 'Last service date': '26/06/2016', 'Last service miles': '90,660', 'MOT Due': '02/10/2026', 'Former Keepers': '6', 'Body Style': 'Estate', 'Hubs': 'Alloy', 'BHP': '215', 'Gross Weight': '2695', 'Euro Status': '3', 'Euro': '3', 'CO2': '250', 'MPG Combined': '30.1', 'MPG Urban': '23.5', 'MPG Extra Urban': '35.3'}}","{
    ""Interior"": {
        ""Registration"": ""VO06XMF"",
        ""Registered"": ""17/03/2006"",
        ""Miles"": ""125,759 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""6"",
        ""Fuel"": ""Diesel"",
        ""Transmission"": ""AUTOMATIC"",
        ""Colour"": ""SILVER"",
        ""VAT"": ""Margin"",
        ""MOT"": ""02/10/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""2993"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Printout"",
        ""Number of stamps"": ""3"",
        ""Last service date"": ""26/06/2016"",
        ""Last service miles"": ""90,660"",
        ""CAP Clean"": ""\u00a31,575.00"",
        ""CAP Average"": ""\u00a31,175.00"",
        ""CAP Below"": ""\u00a3800.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6765.pdf,,,
Ford,ebca,24,ProTruck,Ford,Focus,GHIA,250,W534XJN,15:00,-,23/05/2000,Petrol,1,,RED,13/08/2026,2,Margin,Here,£0.00,£0.00,£0.00,0.2,,Warranted,13/08/2026,Hatchback,"{'information': {'Keys': '2', 'Service history': 'yes', 'Service documents': 'Service Book', 'Number of stamps': '23', 'Last service date': '06/08/2024', 'Last service miles': '116,653', 'MOT Due': '13/08/2026', 'Former Keepers': '1', 'Body Style': 'Hatchback', 'Hubs': 'Steel'}}","{
    ""Interior"": {
        ""Registration"": ""W534XJN"",
        ""Registered"": ""23/05/2000"",
        ""Miles"": ""118,773 Miles"",
        ""Miles Warranted"": ""Warranted"",
        ""Former Keepers"": ""1"",
        ""Fuel"": ""Petrol"",
        ""Transmission"": """",
        ""Colour"": ""RED"",
        ""VAT"": ""Margin"",
        ""MOT"": ""13/08/2026"",
        ""V5"": ""Here"",
        ""Keys"": ""2"",
        ""CC"": ""1596"",
        ""Service history"": ""Yes"",
        ""Service documents"": ""Service Book"",
        ""Number of stamps"": ""23"",
        ""Last service date"": ""06/08/2024"",
        ""Last service miles"": ""116,653"",
        ""Vendor"": ""Caffyns Group"",
        ""CAP Clean"": ""\u00a30.00"",
        ""CAP Average"": ""\u00a30.00"",
        ""CAP Below"": ""\u00a30.00""
    }
}",,https://www.protruckauctions.co.uk/motorvehicleinspectionreport/standard/6699.pdf,,,
